filename,fold,target,inst,pitch
p_normednote_0.583_inst_0.299_iclass_0_.wav.wav,0,0,0.299,0.583
p_normednote_0.583_inst_0.029_iclass_0_.wav.wav,0,0,0.029,0.583
p_normednote_0.000_inst_0.001_iclass_0_.wav.wav,0,0,0.001,0.000
p_normednote_0.000_inst_0.160_iclass_0_.wav.wav,0,0,0.160,0.000
p_normednote_0.000_inst_0.034_iclass_0_.wav.wav,0,0,0.034,0.000
p_normednote_0.583_inst_0.210_iclass_0_.wav.wav,0,0,0.210,0.583
p_normednote_0.583_inst_0.179_iclass_0_.wav.wav,0,0,0.179,0.583
p_normednote_0.000_inst_0.218_iclass_0_.wav.wav,0,0,0.218,0.000
p_normednote_0.583_inst_0.310_iclass_0_.wav.wav,0,0,0.310,0.583
p_normednote_0.000_inst_0.127_iclass_0_.wav.wav,0,0,0.127,0.000
p_normednote_0.583_inst_0.065_iclass_0_.wav.wav,0,0,0.065,0.583
p_normednote_0.000_inst_0.201_iclass_0_.wav.wav,0,0,0.201,0.000
p_normednote_0.583_inst_0.279_iclass_0_.wav.wav,0,0,0.279,0.583
p_normednote_0.000_inst_0.083_iclass_0_.wav.wav,0,0,0.083,0.000
p_normednote_0.000_inst_0.154_iclass_0_.wav.wav,0,0,0.154,0.000
p_normednote_0.000_inst_0.004_iclass_0_.wav.wav,0,0,0.004,0.000
p_normednote_0.583_inst_0.130_iclass_0_.wav.wav,0,0,0.130,0.583
p_normednote_0.000_inst_0.220_iclass_0_.wav.wav,0,0,0.220,0.000
p_normednote_0.583_inst_0.037_iclass_0_.wav.wav,0,0,0.037,0.583
p_normednote_0.583_inst_0.000_iclass_0_.wav.wav,0,0,0.000,0.583
p_normednote_0.583_inst_0.308_iclass_0_.wav.wav,0,0,0.308,0.583
p_normednote_0.000_inst_0.062_iclass_0_.wav.wav,0,0,0.062,0.000
p_normednote_0.583_inst_0.165_iclass_0_.wav.wav,0,0,0.165,0.583
p_normednote_0.583_inst_0.185_iclass_0_.wav.wav,0,0,0.185,0.583
p_normednote_0.583_inst_0.307_iclass_0_.wav.wav,0,0,0.307,0.583
p_normednote_0.583_inst_0.133_iclass_0_.wav.wav,0,0,0.133,0.583
p_normednote_0.000_inst_0.156_iclass_0_.wav.wav,0,0,0.156,0.000
p_normednote_0.583_inst_0.217_iclass_0_.wav.wav,0,0,0.217,0.583
p_normednote_0.583_inst_0.235_iclass_0_.wav.wav,0,0,0.235,0.583
p_normednote_0.583_inst_0.039_iclass_0_.wav.wav,0,0,0.039,0.583
p_normednote_0.583_inst_0.266_iclass_0_.wav.wav,0,0,0.266,0.583
p_normednote_0.583_inst_0.237_iclass_0_.wav.wav,0,0,0.237,0.583
p_normednote_0.000_inst_0.089_iclass_0_.wav.wav,0,0,0.089,0.000
p_normednote_0.583_inst_0.086_iclass_0_.wav.wav,0,0,0.086,0.583
p_normednote_0.000_inst_0.006_iclass_0_.wav.wav,0,0,0.006,0.000
p_normednote_0.583_inst_0.091_iclass_0_.wav.wav,0,0,0.091,0.583
p_normednote_0.000_inst_0.158_iclass_0_.wav.wav,0,0,0.158,0.000
p_normednote_0.000_inst_0.090_iclass_0_.wav.wav,0,0,0.090,0.000
p_normednote_0.583_inst_0.108_iclass_0_.wav.wav,0,0,0.108,0.583
p_normednote_0.000_inst_0.245_iclass_0_.wav.wav,0,0,0.245,0.000
p_normednote_0.000_inst_0.289_iclass_0_.wav.wav,0,0,0.289,0.000
p_normednote_0.583_inst_0.111_iclass_0_.wav.wav,0,0,0.111,0.583
p_normednote_0.000_inst_0.314_iclass_0_.wav.wav,0,0,0.314,0.000
p_normednote_0.000_inst_0.235_iclass_0_.wav.wav,0,0,0.235,0.000
p_normednote_0.000_inst_0.318_iclass_0_.wav.wav,0,0,0.318,0.000
p_normednote_0.000_inst_0.320_iclass_0_.wav.wav,0,0,0.320,0.000
p_normednote_0.000_inst_0.277_iclass_0_.wav.wav,0,0,0.277,0.000
p_normednote_0.000_inst_0.304_iclass_0_.wav.wav,0,0,0.304,0.000
p_normednote_0.583_inst_0.259_iclass_0_.wav.wav,0,0,0.259,0.583
p_normednote_0.583_inst_0.196_iclass_0_.wav.wav,0,0,0.196,0.583
p_normednote_0.000_inst_0.179_iclass_0_.wav.wav,0,0,0.179,0.000
p_normednote_0.000_inst_0.321_iclass_0_.wav.wav,0,0,0.321,0.000
p_normednote_0.000_inst_0.141_iclass_0_.wav.wav,0,0,0.141,0.000
p_normednote_0.000_inst_0.275_iclass_0_.wav.wav,0,0,0.275,0.000
p_normednote_0.000_inst_0.109_iclass_0_.wav.wav,0,0,0.109,0.000
p_normednote_0.583_inst_0.052_iclass_0_.wav.wav,0,0,0.052,0.583
p_normednote_0.000_inst_0.288_iclass_0_.wav.wav,0,0,0.288,0.000
p_normednote_0.000_inst_0.316_iclass_0_.wav.wav,0,0,0.316,0.000
p_normednote_0.583_inst_0.199_iclass_0_.wav.wav,0,0,0.199,0.583
p_normednote_0.000_inst_0.329_iclass_0_.wav.wav,0,0,0.329,0.000
p_normednote_0.000_inst_0.122_iclass_0_.wav.wav,0,0,0.122,0.000
p_normednote_0.583_inst_0.290_iclass_0_.wav.wav,0,0,0.290,0.583
p_normednote_0.000_inst_0.270_iclass_0_.wav.wav,0,0,0.270,0.000
p_normednote_0.000_inst_0.147_iclass_0_.wav.wav,0,0,0.147,0.000
p_normednote_0.583_inst_0.316_iclass_0_.wav.wav,0,0,0.316,0.583
p_normednote_0.583_inst_0.225_iclass_0_.wav.wav,0,0,0.225,0.583
p_normednote_0.000_inst_0.009_iclass_0_.wav.wav,0,0,0.009,0.000
p_normednote_0.000_inst_0.069_iclass_0_.wav.wav,0,0,0.069,0.000
p_normednote_0.000_inst_0.274_iclass_0_.wav.wav,0,0,0.274,0.000
p_normednote_0.000_inst_0.007_iclass_0_.wav.wav,0,0,0.007,0.000
p_normednote_0.583_inst_0.291_iclass_0_.wav.wav,0,0,0.291,0.583
p_normednote_0.000_inst_0.169_iclass_0_.wav.wav,0,0,0.169,0.000
p_normednote_0.000_inst_0.293_iclass_0_.wav.wav,0,0,0.293,0.000
p_normednote_0.000_inst_0.303_iclass_0_.wav.wav,0,0,0.303,0.000
p_normednote_0.000_inst_0.212_iclass_0_.wav.wav,0,0,0.212,0.000
p_normednote_0.583_inst_0.606_iclass_1_.wav.wav,0,1,0.606,0.583
p_normednote_0.000_inst_0.412_iclass_1_.wav.wav,0,1,0.412,0.000
p_normednote_0.583_inst_0.475_iclass_1_.wav.wav,0,1,0.475,0.583
p_normednote_0.000_inst_0.435_iclass_1_.wav.wav,0,1,0.435,0.000
p_normednote_0.583_inst_0.650_iclass_1_.wav.wav,0,1,0.650,0.583
p_normednote_0.000_inst_0.415_iclass_1_.wav.wav,0,1,0.415,0.000
p_normednote_0.583_inst_0.483_iclass_1_.wav.wav,0,1,0.483,0.583
p_normednote_0.000_inst_0.471_iclass_1_.wav.wav,0,1,0.471,0.000
p_normednote_0.000_inst_0.433_iclass_1_.wav.wav,0,1,0.433,0.000
p_normednote_0.000_inst_0.505_iclass_1_.wav.wav,0,1,0.505,0.000
p_normednote_0.000_inst_0.485_iclass_1_.wav.wav,0,1,0.485,0.000
p_normednote_0.583_inst_0.428_iclass_1_.wav.wav,0,1,0.428,0.583
p_normednote_0.583_inst_0.489_iclass_1_.wav.wav,0,1,0.489,0.583
p_normednote_0.000_inst_0.475_iclass_1_.wav.wav,0,1,0.475,0.000
p_normednote_0.583_inst_0.419_iclass_1_.wav.wav,0,1,0.419,0.583
p_normednote_0.000_inst_0.515_iclass_1_.wav.wav,0,1,0.515,0.000
p_normednote_0.583_inst_0.584_iclass_1_.wav.wav,0,1,0.584,0.583
p_normednote_0.000_inst_0.388_iclass_1_.wav.wav,0,1,0.388,0.000
p_normednote_0.583_inst_0.491_iclass_1_.wav.wav,0,1,0.491,0.583
p_normednote_0.583_inst_0.387_iclass_1_.wav.wav,0,1,0.387,0.583
p_normednote_0.583_inst_0.645_iclass_1_.wav.wav,0,1,0.645,0.583
p_normednote_0.000_inst_0.552_iclass_1_.wav.wav,0,1,0.552,0.000
p_normednote_0.000_inst_0.465_iclass_1_.wav.wav,0,1,0.465,0.000
p_normednote_0.583_inst_0.420_iclass_1_.wav.wav,0,1,0.420,0.583
p_normednote_0.000_inst_0.644_iclass_1_.wav.wav,0,1,0.644,0.000
p_normednote_0.000_inst_0.592_iclass_1_.wav.wav,0,1,0.592,0.000
p_normednote_0.583_inst_0.352_iclass_1_.wav.wav,0,1,0.352,0.583
p_normednote_0.583_inst_0.452_iclass_1_.wav.wav,0,1,0.452,0.583
p_normednote_0.583_inst_0.664_iclass_1_.wav.wav,0,1,0.664,0.583
p_normednote_0.583_inst_0.343_iclass_1_.wav.wav,0,1,0.343,0.583
p_normednote_0.583_inst_0.350_iclass_1_.wav.wav,0,1,0.350,0.583
p_normednote_0.000_inst_0.416_iclass_1_.wav.wav,0,1,0.416,0.000
p_normednote_0.000_inst_0.508_iclass_1_.wav.wav,0,1,0.508,0.000
p_normednote_0.000_inst_0.525_iclass_1_.wav.wav,0,1,0.525,0.000
p_normednote_0.583_inst_0.531_iclass_1_.wav.wav,0,1,0.531,0.583
p_normednote_0.583_inst_0.506_iclass_1_.wav.wav,0,1,0.506,0.583
p_normednote_0.000_inst_0.398_iclass_1_.wav.wav,0,1,0.398,0.000
p_normednote_0.583_inst_0.363_iclass_1_.wav.wav,0,1,0.363,0.583
p_normednote_0.583_inst_0.593_iclass_1_.wav.wav,0,1,0.593,0.583
p_normednote_0.000_inst_0.562_iclass_1_.wav.wav,0,1,0.562,0.000
p_normednote_0.000_inst_0.516_iclass_1_.wav.wav,0,1,0.516,0.000
p_normednote_0.000_inst_0.573_iclass_1_.wav.wav,0,1,0.573,0.000
p_normednote_0.583_inst_0.444_iclass_1_.wav.wav,0,1,0.444,0.583
p_normednote_0.000_inst_0.337_iclass_1_.wav.wav,0,1,0.337,0.000
p_normednote_0.583_inst_0.412_iclass_1_.wav.wav,0,1,0.412,0.583
p_normednote_0.000_inst_0.643_iclass_1_.wav.wav,0,1,0.643,0.000
p_normednote_0.583_inst_0.615_iclass_1_.wav.wav,0,1,0.615,0.583
p_normednote_0.583_inst_0.453_iclass_1_.wav.wav,0,1,0.453,0.583
p_normednote_0.583_inst_0.512_iclass_1_.wav.wav,0,1,0.512,0.583
p_normednote_0.000_inst_0.446_iclass_1_.wav.wav,0,1,0.446,0.000
p_normednote_0.000_inst_0.400_iclass_1_.wav.wav,0,1,0.400,0.000
p_normednote_0.000_inst_0.509_iclass_1_.wav.wav,0,1,0.509,0.000
p_normednote_0.000_inst_0.397_iclass_1_.wav.wav,0,1,0.397,0.000
p_normednote_0.583_inst_0.389_iclass_1_.wav.wav,0,1,0.389,0.583
p_normednote_0.583_inst_0.410_iclass_1_.wav.wav,0,1,0.410,0.583
p_normednote_0.583_inst_0.461_iclass_1_.wav.wav,0,1,0.461,0.583
p_normednote_0.000_inst_0.380_iclass_1_.wav.wav,0,1,0.380,0.000
p_normednote_0.583_inst_0.437_iclass_1_.wav.wav,0,1,0.437,0.583
p_normednote_0.583_inst_0.656_iclass_1_.wav.wav,0,1,0.656,0.583
p_normednote_0.583_inst_0.435_iclass_1_.wav.wav,0,1,0.435,0.583
p_normednote_0.583_inst_0.523_iclass_1_.wav.wav,0,1,0.523,0.583
p_normednote_0.583_inst_0.405_iclass_1_.wav.wav,0,1,0.405,0.583
p_normednote_0.000_inst_0.597_iclass_1_.wav.wav,0,1,0.597,0.000
p_normednote_0.000_inst_0.354_iclass_1_.wav.wav,0,1,0.354,0.000
p_normednote_0.000_inst_0.585_iclass_1_.wav.wav,0,1,0.585,0.000
p_normednote_0.000_inst_0.455_iclass_1_.wav.wav,0,1,0.455,0.000
p_normednote_0.583_inst_0.440_iclass_1_.wav.wav,0,1,0.440,0.583
p_normednote_0.583_inst_0.516_iclass_1_.wav.wav,0,1,0.516,0.583
p_normednote_0.000_inst_0.517_iclass_1_.wav.wav,0,1,0.517,0.000
p_normednote_0.583_inst_0.528_iclass_1_.wav.wav,0,1,0.528,0.583
p_normednote_0.583_inst_0.335_iclass_1_.wav.wav,0,1,0.335,0.583
p_normednote_0.000_inst_0.659_iclass_1_.wav.wav,0,1,0.659,0.000
p_normednote_0.000_inst_0.645_iclass_1_.wav.wav,0,1,0.645,0.000
p_normednote_0.000_inst_0.549_iclass_1_.wav.wav,0,1,0.549,0.000
p_normednote_0.583_inst_0.557_iclass_1_.wav.wav,0,1,0.557,0.583
p_normednote_0.583_inst_0.632_iclass_1_.wav.wav,0,1,0.632,0.583
p_normednote_0.583_inst_0.398_iclass_1_.wav.wav,0,1,0.398,0.583
p_normednote_0.000_inst_0.537_iclass_1_.wav.wav,0,1,0.537,0.000
p_normednote_0.583_inst_0.537_iclass_1_.wav.wav,0,1,0.537,0.583
p_normednote_0.583_inst_0.486_iclass_1_.wav.wav,0,1,0.486,0.583
p_normednote_0.583_inst_0.334_iclass_1_.wav.wav,0,1,0.334,0.583
p_normednote_0.000_inst_0.595_iclass_1_.wav.wav,0,1,0.595,0.000
p_normednote_0.000_inst_0.630_iclass_1_.wav.wav,0,1,0.630,0.000
p_normednote_0.000_inst_0.614_iclass_1_.wav.wav,0,1,0.614,0.000
p_normednote_0.000_inst_0.641_iclass_1_.wav.wav,0,1,0.641,0.000
p_normednote_0.000_inst_0.522_iclass_1_.wav.wav,0,1,0.522,0.000
p_normednote_0.000_inst_0.606_iclass_1_.wav.wav,0,1,0.606,0.000
p_normednote_0.000_inst_0.348_iclass_1_.wav.wav,0,1,0.348,0.000
p_normednote_0.000_inst_0.603_iclass_1_.wav.wav,0,1,0.603,0.000
p_normednote_0.000_inst_0.652_iclass_1_.wav.wav,0,1,0.652,0.000
p_normednote_0.000_inst_0.571_iclass_1_.wav.wav,0,1,0.571,0.000
p_normednote_0.583_inst_0.622_iclass_1_.wav.wav,0,1,0.622,0.583
p_normednote_0.000_inst_0.553_iclass_1_.wav.wav,0,1,0.553,0.000
p_normednote_0.000_inst_0.473_iclass_1_.wav.wav,0,1,0.473,0.000
p_normednote_0.583_inst_0.517_iclass_1_.wav.wav,0,1,0.517,0.583
p_normednote_0.583_inst_0.538_iclass_1_.wav.wav,0,1,0.538,0.583
p_normednote_0.583_inst_0.464_iclass_1_.wav.wav,0,1,0.464,0.583
p_normednote_0.583_inst_0.370_iclass_1_.wav.wav,0,1,0.370,0.583
p_normednote_0.583_inst_0.570_iclass_1_.wav.wav,0,1,0.570,0.583
p_normednote_0.000_inst_0.403_iclass_1_.wav.wav,0,1,0.403,0.000
p_normednote_0.583_inst_0.596_iclass_1_.wav.wav,0,1,0.596,0.583
p_normednote_0.000_inst_0.365_iclass_1_.wav.wav,0,1,0.365,0.000
p_normednote_0.583_inst_0.558_iclass_1_.wav.wav,0,1,0.558,0.583
p_normednote_0.000_inst_0.483_iclass_1_.wav.wav,0,1,0.483,0.000
p_normednote_0.000_inst_0.428_iclass_1_.wav.wav,0,1,0.428,0.000
p_normednote_0.583_inst_0.575_iclass_1_.wav.wav,0,1,0.575,0.583
p_normednote_0.000_inst_0.654_iclass_1_.wav.wav,0,1,0.654,0.000
p_normednote_0.583_inst_0.463_iclass_1_.wav.wav,0,1,0.463,0.583
p_normednote_0.000_inst_0.429_iclass_1_.wav.wav,0,1,0.429,0.000
p_normednote_0.583_inst_0.625_iclass_1_.wav.wav,0,1,0.625,0.583
p_normednote_0.000_inst_0.610_iclass_1_.wav.wav,0,1,0.610,0.000
p_normednote_0.583_inst_0.399_iclass_1_.wav.wav,0,1,0.399,0.583
p_normednote_0.000_inst_0.343_iclass_1_.wav.wav,0,1,0.343,0.000
p_normednote_0.583_inst_0.607_iclass_1_.wav.wav,0,1,0.607,0.583
p_normednote_0.000_inst_0.466_iclass_1_.wav.wav,0,1,0.466,0.000
p_normednote_0.000_inst_0.624_iclass_1_.wav.wav,0,1,0.624,0.000
p_normednote_0.000_inst_0.463_iclass_1_.wav.wav,0,1,0.463,0.000
p_normednote_0.583_inst_0.499_iclass_1_.wav.wav,0,1,0.499,0.583
p_normednote_0.000_inst_0.534_iclass_1_.wav.wav,0,1,0.534,0.000
p_normednote_0.583_inst_0.562_iclass_1_.wav.wav,0,1,0.562,0.583
p_normednote_0.000_inst_0.776_iclass_2_.wav.wav,0,2,0.776,0.000
p_normednote_0.583_inst_0.820_iclass_2_.wav.wav,0,2,0.820,0.583
p_normednote_0.000_inst_0.961_iclass_2_.wav.wav,0,2,0.961,0.000
p_normednote_0.000_inst_0.904_iclass_2_.wav.wav,0,2,0.904,0.000
p_normednote_0.000_inst_0.769_iclass_2_.wav.wav,0,2,0.769,0.000
p_normednote_0.583_inst_0.691_iclass_2_.wav.wav,0,2,0.691,0.583
p_normednote_0.000_inst_0.931_iclass_2_.wav.wav,0,2,0.931,0.000
p_normednote_0.583_inst_0.795_iclass_2_.wav.wav,0,2,0.795,0.583
p_normednote_0.583_inst_0.834_iclass_2_.wav.wav,0,2,0.834,0.583
p_normednote_0.583_inst_0.961_iclass_2_.wav.wav,0,2,0.961,0.583
p_normednote_0.000_inst_0.844_iclass_2_.wav.wav,0,2,0.844,0.000
p_normednote_0.000_inst_0.809_iclass_2_.wav.wav,0,2,0.809,0.000
p_normednote_0.000_inst_0.821_iclass_2_.wav.wav,0,2,0.821,0.000
p_normednote_0.000_inst_0.739_iclass_2_.wav.wav,0,2,0.739,0.000
p_normednote_0.583_inst_0.734_iclass_2_.wav.wav,0,2,0.734,0.583
p_normednote_0.000_inst_0.836_iclass_2_.wav.wav,0,2,0.836,0.000
p_normednote_0.000_inst_0.929_iclass_2_.wav.wav,0,2,0.929,0.000
p_normednote_0.000_inst_0.803_iclass_2_.wav.wav,0,2,0.803,0.000
p_normednote_0.000_inst_0.796_iclass_2_.wav.wav,0,2,0.796,0.000
p_normednote_0.583_inst_0.993_iclass_2_.wav.wav,0,2,0.993,0.583
p_normednote_0.583_inst_0.869_iclass_2_.wav.wav,0,2,0.869,0.583
p_normednote_0.583_inst_0.706_iclass_2_.wav.wav,0,2,0.706,0.583
p_normednote_0.000_inst_0.983_iclass_2_.wav.wav,0,2,0.983,0.000
p_normednote_0.000_inst_0.922_iclass_2_.wav.wav,0,2,0.922,0.000
p_normednote_0.000_inst_0.792_iclass_2_.wav.wav,0,2,0.792,0.000
p_normednote_0.583_inst_0.849_iclass_2_.wav.wav,0,2,0.849,0.583
p_normednote_0.000_inst_0.778_iclass_2_.wav.wav,0,2,0.778,0.000
p_normednote_0.583_inst_0.749_iclass_2_.wav.wav,0,2,0.749,0.583
p_normednote_0.000_inst_0.939_iclass_2_.wav.wav,0,2,0.939,0.000
p_normednote_0.583_inst_0.724_iclass_2_.wav.wav,0,2,0.724,0.583
p_normednote_0.000_inst_0.704_iclass_2_.wav.wav,0,2,0.704,0.000
p_normednote_0.583_inst_0.714_iclass_2_.wav.wav,0,2,0.714,0.583
p_normednote_0.000_inst_0.899_iclass_2_.wav.wav,0,2,0.899,0.000
p_normednote_0.583_inst_0.674_iclass_2_.wav.wav,0,2,0.674,0.583
p_normednote_0.000_inst_0.848_iclass_2_.wav.wav,0,2,0.848,0.000
p_normednote_0.583_inst_0.915_iclass_2_.wav.wav,0,2,0.915,0.583
p_normednote_0.583_inst_0.835_iclass_2_.wav.wav,0,2,0.835,0.583
p_normednote_0.000_inst_0.772_iclass_2_.wav.wav,0,2,0.772,0.000
p_normednote_0.583_inst_0.824_iclass_2_.wav.wav,0,2,0.824,0.583
p_normednote_0.583_inst_0.840_iclass_2_.wav.wav,0,2,0.840,0.583
p_normednote_0.000_inst_0.933_iclass_2_.wav.wav,0,2,0.933,0.000
p_normednote_0.583_inst_0.930_iclass_2_.wav.wav,0,2,0.930,0.583
p_normednote_0.583_inst_0.964_iclass_2_.wav.wav,0,2,0.964,0.583
p_normednote_0.583_inst_0.934_iclass_2_.wav.wav,0,2,0.934,0.583
p_normednote_0.000_inst_0.752_iclass_2_.wav.wav,0,2,0.752,0.000
p_normednote_0.583_inst_0.726_iclass_2_.wav.wav,0,2,0.726,0.583
p_normednote_0.583_inst_0.752_iclass_2_.wav.wav,0,2,0.752,0.583
p_normednote_0.583_inst_0.753_iclass_2_.wav.wav,0,2,0.753,0.583
p_normednote_0.000_inst_0.712_iclass_2_.wav.wav,0,2,0.712,0.000
p_normednote_0.000_inst_0.673_iclass_2_.wav.wav,0,2,0.673,0.000
p_normednote_0.000_inst_0.758_iclass_2_.wav.wav,0,2,0.758,0.000
p_normednote_0.583_inst_0.793_iclass_2_.wav.wav,0,2,0.793,0.583
p_normednote_0.583_inst_0.713_iclass_2_.wav.wav,0,2,0.713,0.583
p_normednote_0.583_inst_0.717_iclass_2_.wav.wav,0,2,0.717,0.583
p_normednote_0.583_inst_0.862_iclass_2_.wav.wav,0,2,0.862,0.583
p_normednote_0.000_inst_0.696_iclass_2_.wav.wav,0,2,0.696,0.000
p_normednote_0.583_inst_0.853_iclass_2_.wav.wav,0,2,0.853,0.583
p_normednote_0.583_inst_0.776_iclass_2_.wav.wav,0,2,0.776,0.583
p_normednote_0.583_inst_0.950_iclass_2_.wav.wav,0,2,0.950,0.583
p_normednote_0.583_inst_0.864_iclass_2_.wav.wav,0,2,0.864,0.583
p_normednote_0.583_inst_0.782_iclass_2_.wav.wav,0,2,0.782,0.583
p_normednote_0.000_inst_0.894_iclass_2_.wav.wav,0,2,0.894,0.000
p_normednote_0.000_inst_0.909_iclass_2_.wav.wav,0,2,0.909,0.000
p_normednote_0.000_inst_0.858_iclass_2_.wav.wav,0,2,0.858,0.000
p_normednote_0.583_inst_0.692_iclass_2_.wav.wav,0,2,0.692,0.583
p_normednote_0.583_inst_0.762_iclass_2_.wav.wav,0,2,0.762,0.583
p_normednote_0.583_inst_0.870_iclass_2_.wav.wav,0,2,0.870,0.583
p_normednote_0.583_inst_0.843_iclass_2_.wav.wav,0,2,0.843,0.583
p_normednote_0.000_inst_0.709_iclass_2_.wav.wav,0,2,0.709,0.000
p_normednote_0.000_inst_0.992_iclass_2_.wav.wav,0,2,0.992,0.000
p_normednote_0.000_inst_0.725_iclass_2_.wav.wav,0,2,0.725,0.000
p_normednote_0.583_inst_0.966_iclass_2_.wav.wav,0,2,0.966,0.583
p_normednote_0.000_inst_0.779_iclass_2_.wav.wav,0,2,0.779,0.000
p_normednote_0.583_inst_0.996_iclass_2_.wav.wav,0,2,0.996,0.583
p_normednote_0.583_inst_0.679_iclass_2_.wav.wav,0,2,0.679,0.583
p_normednote_0.583_inst_0.832_iclass_2_.wav.wav,0,2,0.832,0.583
p_normednote_0.583_inst_0.920_iclass_2_.wav.wav,0,2,0.920,0.583
p_normednote_0.000_inst_0.905_iclass_2_.wav.wav,0,2,0.905,0.000
p_normednote_0.583_inst_0.987_iclass_2_.wav.wav,0,2,0.987,0.583
p_normednote_0.583_inst_0.890_iclass_2_.wav.wav,0,2,0.890,0.583
p_normednote_0.583_inst_0.937_iclass_2_.wav.wav,0,2,0.937,0.583
p_normednote_0.000_inst_0.849_iclass_2_.wav.wav,0,2,0.849,0.000
p_normednote_0.000_inst_0.951_iclass_2_.wav.wav,0,2,0.951,0.000
p_normednote_0.000_inst_0.730_iclass_2_.wav.wav,0,2,0.730,0.000
p_normednote_0.000_inst_0.798_iclass_2_.wav.wav,0,2,0.798,0.000
p_normednote_0.583_inst_0.931_iclass_2_.wav.wav,0,2,0.931,0.583
p_normednote_0.583_inst_0.971_iclass_2_.wav.wav,0,2,0.971,0.583
p_normednote_0.583_inst_0.970_iclass_2_.wav.wav,0,2,0.970,0.583
p_normednote_0.583_inst_0.880_iclass_2_.wav.wav,0,2,0.880,0.583
p_normednote_0.000_inst_0.999_iclass_2_.wav.wav,0,2,0.999,0.000
p_normednote_0.583_inst_0.901_iclass_2_.wav.wav,0,2,0.901,0.583
p_normednote_0.583_inst_0.994_iclass_2_.wav.wav,0,2,0.994,0.583
